Message,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
Ok...,,5,,,,,
Then ur sis how?,,16,,,,,
Ard 515 like dat. Y?,,20,,,,,
s e road name of ur house?,,26,,,,,
Ok lor...,,9,,,,,
"I wake up long ago already... Dunno, what other thing?",,54,,,,,
We r outside already.,,21,,,,,
Ok...,,5,,,,,
Ok lor...,,9,,,,,
m coming home 4 dinner.,,23,,,,,
Sorry i din lock my keypad.,,27,,,,,
Wat would u like 4 ur birthday?,,31,,,,,
m leaving my house now...,,25,,,,,
Ok i msg u b4 i leave my house.,,31,,,,,
Ok i thk i got it. Then u wan me 2 come now or wat?,,51,,,,,
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,,137,,,,,
Yar... I tot u knew dis would happen long ago already.,,54,,,,,
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,,96,,,,,
Quite lor. But dun tell him wait he get complacent...,,53,,,,,
I dun believe u. I thk u told him.,,34,,,,,
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,,147,,,,,
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,,58,,,,,
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,,87,,,,,
Then she dun believe wat?,,25,,,,,
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,,86,,,,,
s true already. I thk she muz c us tog then she believe.,,56,,,,,
s wat he told me. Ok lor...,,27,,,,,
Orh i tot u say she now still dun believe.,,42,,,,,
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,,158,,,,,
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,,59,,,,,
Watching tv lor. Nice one then i like lor.,,42,,,,,
Then i buy.,,11,,,,,
U buy newspapers already?,,25,,,,,
No objection. My bf not coming.,,31,,,,,
Anything lor if they all go then i go lor...,,44,,,,,
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,,64,,,,,
Enjoy urself tmr...,,19,,,,,
Wat r u doing?,,14,,,,,
s a swatch watch...,,19,,,,,
s jus rite...,,13,,,,,
Ha... U jus ate honey ar? So sweet...,,37,,,,,
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,,63,,,,,
s impossible between us?,,24,,,,,
Okie...,,7,,,,,
Hey happy birthday...,,21,,,,,
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,63,,,,,
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,,119,,,,,
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,,151,,,,,
m not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,,123,,,,,
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,74,,,,,
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,77,,,,,
U still havent got urself a jacket ah?,,38,,,,,
How come u got nothing to do?,,29,,,,,
ll feel guilty...,,17,,,,,
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,,121,,,,,
Ok lar... Joking wif u oni...,,29,,,,,
Okie but i scared u say i fat... Then u dun wan me already...,,61,,,,,
Yup having my lunch buffet now.. U eat already?,,47,,,,,
s quite nice.,,13,,,,,
ll haf more time 2 meet up cya...,,33,,,,,
Ok...,,5,,,,,
m home...,,9,,,,,
Okie,,4,,,,,
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,,104,,,,,
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,,73,,,,,
m picking her up at ard 4 smth lor..,,36,,,,,
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,,98,,,,,
s going 2 rain soon.,,20,,,,,
ll b bathing my dog later.,,26,,,,,
U too...,,8,,,,,
Ok. C u then.,,13,,,,,
Yup song bro. No creative. Neva test quality. He said check review online.,,74,,,,,
Wewa is 130. Iriver 255. All 128 mb.,,36,,,,,
We left already we at orchard now.,,34,,,,,
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,,110,,,,,
U in town alone?,,16,,,,,
Anytime...,,10,,,,,
Ok... Sweet dreams...,,21,,,,,
Jus came back fr lunch wif my sis only. U leh?,,46,,,,,
In e msg jus now. U said thanks for gift.,,41,,,,,
re welcome... Caught u using broken english again...,,52,,,,,
Yup bathe liao...,,17,,,,,
m home.,,7,,,,,
Ok... U enjoy ur shows...,,25,,,,,
s e gals who r laughing at me lor...,,36,,,,,
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,,72,,,,,
m going home now then go pump petrol lor... Like going 2 rain soon...,,69,,,,,
ll prob b home early...,,23,,,,,
Dunno y u ask me.,,17,,,,,
ve reached home n i bathe liao... U can call me now...,,54,,,,,
ll give me a lift...,,20,,,,,
Ok...,,5,,,,,
I like dis sweater fr mango but no more my size already so irritating.,,70,,,,,
m meeting my fren at 730.,,25,,,,,
m going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,,76,,,,,
m ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,,94,,,,,
U dun say so early hor... U c already then say...,,49,,,,,
s styling my hair now.,,22,,,,,
m really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,,74,,,,,
m thinking of u... So wat r u doing?,,36,,,,,
Ok lor. Msg me b4 u call.,,25,,,,,
But really quite funny lor wat... Then u shd haf run shorter distance wat...,,76,,,,,
ll jus take mrt down later.,,27,,,,,
What time is ur flight tmr?,,27,,,,,
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,,62,,,,,
"U so lousy, run already come back then half dead... Hee...",,58,,,,,
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,,81,,,,,
Finish liao... U?,,17,,,,,
U can call now...,,17,,,,,
10 min later k...,,17,,,,,
m quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,,78,,,,,
Aiyah e rain like quite big leh. If drizzling i can at least run home.,,70,,,,,
s y u haf 2 keep me busy...,,27,,,,,
Yup next stop.,,14,,,,,
ll thk of all sorts of funny things.,,36,,,,,
Aiyah then i wait lor. Then u entertain me. Hee...,,50,,,,,
t c outside.,,12,,,,,
ll jus wait 4 e rain 2 stop.,,28,,,,,
ll get caught at e mrt station lor.,,35,,,,,
m on my way home. Went to change batt 4 my watch then go shop a bit lor.,,72,,,,,
Then wat r u doing now? Busy wif work?,,38,,,,,
ll jus leave it...,,18,,,,,
ve got wisdom teeth hidden inside n mayb need 2 remove.,,55,,,,,
Thanx a lot 4 ur help!,,22,,,,,
Ok.,,3,,,,,
Happy birthday... May u find ur prince charming soon n dun work too hard...,,75,,,,,
m wearing blue shirt n black pants.,,35,,,,,
m ok lor.,,9,,,,,
s great thanx a lot.,,20,,,,,
s doing e sms survey...,,23,,,,,
"Hi this is yijue, can i meet u at 11 tmr?",,41,,,,,
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,116,,,,,
Eh u send wrongly lar...,,24,,,,,
Ok,,2,,,,,
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,68,,,,,
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,,91,,,,,
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,,95,,,,,
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,,153,,,,,
Ok thanx...,,11,,,,,
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,,89,,,,,
U sick still can go shopping?,,29,,,,,
Horrible gal. Me in sch doing some stuff. How come u got mc?,,60,,,,,
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,,89,,,,,
Ok no prob. Take ur time.,,25,,,,,
His frens go then he in lor. Not alone wif my mum n sis lor.,,60,,,,,
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",,88,,,,,
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,,79,,,,,
Yup. Thk of u oso boring wat.,,29,,,,,
Nope watching tv at home... Not going out. V bored...,,53,,,,,
Wat r u doing?,,14,,,,,
Ok set let u noe e details later...,,35,,,,,
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,,77,,,,,
Same to u...,,12,,,,,
Okie,,4,,,,,
Ok then u tell me wat time u coming later lor.,,46,,,,,
I knew it... U slept v late yest? Wake up so late...,,52,,,,,
s my dear doing? Sleeping ah?,,29,,,,,
Nite...,,7,,,,,
Ok. Me watching tv too.,,23,,,,,
At home also.,,13,,,,,
Ok. I only ask abt e movie. U wan ktv oso?,,42,,,,,
I called but no one pick up e phone. I ask both of them already they said ok.,,77,,,,,
Then ur physics get a-?,,23,,,,,
Aiyah ok wat as long as got improve can already wat...,,54,,,,,
m reaching home in 5 min.,,25,,,,,
Wat u doing there?,,18,,,,,
s working tmr a not?,,20,,,,,
Ok... Then r we meeting later?,,30,,,,,
Shopping lor. Them raining mah hard 2 leave orchard.,,52,,,,,
Long beach lor. Expected... U having dinner now?,,48,,,,,
s car. Going 4 dinner now. U leh? So r they free tonight?,,57,,,,,
How? Izzit still raining?,,25,,,,,
Thank u!,,8,,,,,
Thanx a lot...,,14,,,,,
m touched...,,12,,,,,
East coast,,10,,,,,
Left dessert. U wan me 2 go suntec look 4 u?,,44,,,,,
U can call me now...,,20,,,,,
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,,88,,,,,
Mum not going robinson already.,,31,,,,,
s ok...,,7,,,,,
m not ready yet.,,16,,,,,
Esplanade lor. Where else...,,28,,,,,
m home. Ard wat time will u reach?,,34,,,,,
ll noe later.,,13,,,,,
s ok i wun b angry. Msg u aft i come home tonight.,,50,,,,,
So u wan 2 come for our dinner tonight a not?,,45,,,,,
re meeting at 7 pm at esaplanade tonight.,,41,,,,,
R we still meeting 4 dinner tonight?,,36,,,,,
m going 4 lunch now...,,22,,,,,
Is xy in ur car when u picking me up?,,37,,,,,
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,,63,,,,,
Taka lor. Wat time u wan 2 come n look 4 us?,,44,,,,,
Xy trying smth now. U eat already? We havent...,,47,,,,,
Then u go back urself lor...,,28,,,,,
Thanx but my birthday is over already.,,38,,,,,
Yup i thk so until e shop closes lor.,,37,,,,,
mas.,,4,,,,,
m shopping w her now.,,21,,,,,
m going 2 orchard now laready me reaching soon. U reaching?,,59,,,,,
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,,133,,,,,
Aiyah u did ok already lar. E nydc at wheellock?,,48,,,,,
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,,64,,,,,
I tot u reach liao. He said t-shirt.,,36,,,,,
U reach orchard already? U wan 2 go buy tickets first?,,54,,,,,
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,,88,,,,,
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,,107,,,,,
Is xy going 4 e lunch?,,22,,,,,
m going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,,70,,,,,
Play w computer? Aiyah i tok 2 u lor?,,37,,,,,
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,,123,,,,,
Sitting ard nothing to do lor. U leh busy w work?,,49,,,,,
Ok lor.,,7,,,,,
m not watching w her. So c u wan 2 watch today or tmr lor.,,58,,,,,
Then dun wear jeans lor...,,26,,,,,
Depends on where u going lor.,,29,,,,,
Ok i go change also...,,22,,,,,
Anything lor but toa payoh got place 2 walk meh...,,50,,,,,
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,82,,,,,
I anything lor.,,15,,,,,
Jus finish watching tv... U?,,28,,,,,
Happy new year to u too!,,24,,,,,
Ok,,2,,,,,
Havent.,,7,,,,,
Ok.,,3,,,,,
I reach home safe n sound liao...,,33,,,,,
ll reach in ard 20 mins ok...,,29,,,,,
Ok... Let u noe when i leave my house.,,38,,,,,
I finished my lunch already. U wake up already?,,47,,,,,
Ok lor.,,7,,,,,
m watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,,76,,,,,
As usual u can call me ard 10 smth.,,35,,,,,
U call me alter at 11 ok.,,25,,,,,
"m taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",,88,,,,,
ll haf many more mths to come...,,32,,,,,
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",,109,,,,,
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,,158,,,,,
Yup ok thanx...,,15,,,,,
Do u noe wat time e place dat sells 4d closes?,,46,,,,,
Ok...,,5,,,,,
No my mum went 2 dentist.,,25,,,,,
s bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,,88,,,,,
U having lunch alone? I now so bored...,,39,,,,,
Waiting in e car 4 my mum lor. U leh? Reach home already?,,57,,,,,
Ok.,,3,,,,,
m not taking any modules but jus concentrating on my final yr project.,,70,,,,,
I place all ur points on e cultures module already.,,51,,,,,
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,91,,,,,
Yup,,3,,,,,
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,,85,,,,,
m leaving my house now.,,23,,,,,
Ok i msg u b4 i leave my house.,,31,,,,,
Haf u eaten? Wat time u wan me 2 come?,,38,,,,,
Okie,,4,,,,,
Jus finish blowing my hair. U finish dinner already?,,52,,,,,
re not in singapore or wat?,,27,,,,,
Ok no prob...,,13,,,,,
At home watching tv lor.,,24,,,,,
ll think of u...,,16,,,,,
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,,69,,,,,
m surprised she still can guess right lor...,,44,,,,,
How come she can get it? Should b quite diff to guess rite...,,61,,,,,
How come guoyang go n tell her? Then u told her?,,48,,,,,
Ok...,,5,,,,,
Ok... Ur typical reply...,,25,,,,,
"If e timing can, then i go w u lor...",,37,,,,,
m going to sch at 4 if i rem correctly...,,41,,,,,
Watching tv lor...,,18,,,,,
Ok...,,5,,,,,
Ok lor then we go tog lor...,,28,,,,,
s ok...,,7,,,,,
Jus finish bathing...,,21,,,,,
Ok lor... Or u wan me go look 4 u?,,34,,,,,
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,,60,,,,,
Wat r u doing now?,,18,,,,,
ll come after lunch then...,,27,,,,,
m not free...,,13,,,,,
Anytime lor...,,14,,,,,
ll let him noe later n ask him call u tmr...,,44,,,,,
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,,134,,,,,
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,134,,,,,
re done...,,10,,,,,
I ask if u meeting da ge tmr nite...,,36,,,,,
Did u receive my msg?,,21,,,,,
R u meeting da ge at nite tmr?,,30,,,,,
Can come my room but cannot come my house cos my house still messy... Haha...,,77,,,,,
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,,134,,,,,
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,,80,,,,,
Yup ok...,,9,,,,,
Ok then i come n pick u at engin?,,33,,,,,
Anything lor... U decide...,,27,,,,,
m reaching...,,13,,,,,
No need lar i go engin? Cos my sis at arts today...,,51,,,,,
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,111,,,,,
Ard 4 lor...,,12,,,,,
Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,,97,,,,,
Then u going ikea str aft dat?,,30,,,,,
Wat time u finish ur lect today?,,32,,,,,
s e one next to escalator...,,28,,,,,
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,,65,,,,,
R u still working now?,,22,,,,,
7 lor... Change 2 suntec... Wat time u coming?,,46,,,,,
Yar lor... How u noe? U used dat route too?,,43,,,,,
ve reached home finally...,,26,,,,,
U calling me right? Call my hand phone...,,41,,,,,
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,,72,,,,,
Huh so fast... Dat means u havent finished painting?,,52,,,,,
U still painting ur wall?,,25,,,,,
Ok... I din get ur msg...,,25,,,,,
